ID,IPA,POS,Alt form,Def,defFr,defDu,defEn,C1 IPA,C2 IPA,C1 Voicing,C2 Voicing,C1 place,C2 place,Homorganic,C1 Manner,C2 Manner,T-D,N-ND,D-ND,KP-K,T-N,T-ND,D-N
2281,dúŋgú,(s.),,bas fond où l’eau ne s’écoule que lentement. Ondiep weiniglopënd water.,bas fond où l’eau ne s’écoule que lentement,Ondiep weiniglopënd water,,d,ŋg,voiced,voiced,cor,dor,non-homorganic,D,ND,No,No,Yes,No,No,No,No
2282,duŋu,(v.),,"rester, être, se trouver. Blijven, zijn, verblijven.","rester, être, se trouver","Blijven, zijn, verblijven",,d,ŋ,voiced,voiced,cor,dor,non-homorganic,D,N,No,No,No,No,No,No,No
2288,’dafa,(v.),,"réparer, confectionner, arranger. Herstellen, maken, schikken.","réparer, confectionner, arranger","Herstellen, maken, schikken",,d',f,voiced,voiceless,cor,other,non-homorganic,other,other,No,No,No,No,No,No,No
2289,’daŋa,(v.),,"rendre mauvais, gâter, détruire ; devenir mauvais, se gâter. Slecht maken, beschadigen, vernielen; slecht—, ba- schadigd ■—, vernield zijn.","rendre mauvais, gâter, détruire ; devenir mauvais, se gâter","Slecht maken, beschadigen, vernielen; slecht—, ba- schadigd ■—, vernield zijn",,d',ŋ,voiced,voiced,cor,dor,non-homorganic,other,N,No,No,No,No,No,No,No
2290,’dáŋbà,(s.),,cause de mal au ventre. Oorzaak van buikpijn.,cause de mal au ventre,Oorzaak van buikpijn,,d',ŋb,voiced,voiced,cor,labdor,non-homorganic,other,ND,No,No,No,No,No,No,No
2291,’dàŋgó,(s.),,enclume. Aambeeld.,enclume,Aambeeld,,d',ŋg,voiced,voiced,cor,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
2294,’dɛkɛ,(v. r.),,"plier-en haut, . soulever. Omhoogplooien, oplichten.","plier-en haut,",soulever,,d',k,voiced,voiceless,cor,dor,non-homorganic,other,T,No,No,No,No,No,No,No
2295,’dɛnɛ,(v.),,"buter contre, donner des coups de poing, — de corne, mailler, pétrir. Duwen met stoot, beuken, boksen, kneden.","buter contre, donner des coups de poing, — de corne, mailler, pétrir","Duwen met stoot, beuken, boksen, kneden",,d',n,voiced,voiced,cor,cor,homorganic,other,N,No,No,No,No,No,No,No
2302,’dò’dò-,(s.),,testicules. Teelballen.,testicules,Teelballen,,d',d',voiced,voiced,cor,cor,homorganic,other,other,No,No,No,No,No,No,No
2303,’dó’dó,(s.),,maladie des cheveux et de la peau. Huid- en haarziekte.,maladie des cheveux et de la peau,Huid- en haarziekte,,d',d',voiced,voiced,cor,cor,homorganic,other,other,No,No,No,No,No,No,No
2304,’doŋgo,(v.),,"creuser, évi- der. Uithollen.","creuser, évi- der",Uithollen,,d',ŋg,voiced,voiced,cor,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
2305,’dòŋgò,(s.),,pointe en fer longue et large suspendue en piVge. Valspies.,pointe en fer longue et large suspendue en piVge,Valspies,,d',ŋg,voiced,voiced,cor,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
2311,’dɔlɔ,(v.),,"faire des trous, trouer, perforer ; être troué —, perforé. Gaten maken, doorboren; met gaten zijn, doorboord zijn.","faire des trous, trouer, perforer ; être troué —, perforé","Gaten maken, doorboren; met gaten zijn, doorboord zijn",,d',l,voiced,voiced,cor,other,non-homorganic,other,other,No,No,No,No,No,No,No
2313,’dɔlɔ,(v.),,"dépenser, gaspiller, vendre. Uitgeven, opdoen, verkopen.","dépenser, gaspiller, vendre","Uitgeven, opdoen, verkopen",,d',l,voiced,voiced,cor,other,non-homorganic,other,other,No,No,No,No,No,No,No
2315,’du̍’du̍,(s.),,pian au pied. Pian- wond£ aan de voetzool.,pian au pied,Pian- wond£ aan de voetzool,,d',d',voiced,voiced,cor,cor,homorganic,other,other,No,No,No,No,No,No,No
2316,’dusu,(v.),,"se rallumer, recommencer à suppurer. Terug aan- veunzen, terug aan het zweren gaan. .","se rallumer, recommencer à suppurer","Terug aan- veunzen, terug aan het zweren gaan",,d',s,voiced,voiceless,cor,other,non-homorganic,other,other,No,No,No,No,No,No,No
2337,fã́lì,(s.),,siffler. Fluiten.,siffler,Fluiten,,f,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2338,fana,(v.),,"tresser. Vlechten, strengelen.",tresser,"Vlechten, strengelen",,f,n,voiceless,voiced,other,cor,non-homorganic,other,N,No,No,No,No,No,No,No
2340,fana,(v.),,"chuchoter. Fluisteren, stil met malkander spreken.",chuchoter,"Fluisteren, stil met malkander spreken",,f,n,voiceless,voiced,other,cor,non-homorganic,other,N,No,No,No,No,No,No,No
2341,fana,(v.),,saluer. Groeten.,saluer,Groeten,,f,n,voiceless,voiced,other,cor,non-homorganic,other,N,No,No,No,No,No,No,No
2344,fele,(v.),,"être rouge, — jaune, — mûr. Rood zijn, geel —, rijp zijn.","être rouge, — jaune, — mûr","Rood zijn, geel —, rijp zijn",,f,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2345,félè,(s.),,crocodile. Krokodil.,crocodile,Krokodil,,f,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2348,fɛŋɛ,(v.),,être blanc. Wit zijn.,être blanc,Wit zijn,,f,ŋ,voiceless,voiced,other,dor,non-homorganic,other,N,No,No,No,No,No,No,No
2355,fòkò,(s.),,gaine en cuir pour pointe de lance. Lederen schede voor lanspunt.,fo̍ko̍ sɛ́lɛ̀ : gaine en cuir pour pointe de lance,Lederen schede voor lanspunt,,f,k,voiceless,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
2356,fo̍lo̍,(s.),,otage. Gijzelaar.,otage,Gijzelaar,,f,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2358,fɔ̀lɔ̀,(s.),,éléphant. Olifant.,éléphant,Olifant,,f,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2359,fɔlɔ,(v.),,"laver, rincer. Wassen, afspoelen.","laver, rincer","Wassen, afspoelen",,f,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2360,fɔlɔ,(v.),,la gorge est enrouée. De keel is hees.,gɛ̍lɛ̍ — fɔ́lɔ́ : la gorge est enrouée,De keel is hees,,f,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2364,fulu,(v.),,"coudre, coudre ensemble, lacer. Aaneen naaien, toenaaien.","coudre, coudre ensemble, lacer","Aaneen naaien, toenaaien",,f,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2365,fùlù,(s.),,"enveloppe. Hulsel, hoos, geboortevlies.",enveloppe,"Hulsel, hoos, geboortevlies",,f,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2366,Fùlù,(s. qual.),,tribu Furu (actuellement dispersée mais d’origine commune). Furustam (talrijk vertegenwoordigd onder de N$aka).,,,,f,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2367,fulu,(v.),,cracher (qc. de solide). Uitspuwen (een vast voorwerp).,cracher (qc,de solide),,f,l,voiceless,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2374,fumu,(v.),,"absorber, siroter. Slurpen, opslorpen.-","absorber, siroter","Slurpen, opslorpen",,f,m,voiceless,voiced,other,lab,non-homorganic,other,N,No,No,No,No,No,No,No
2375,fùngú,(s.),,soupe de farine. Meel- soep.,soupe de farine,Meel- soep,,f,n,voiceless,voiced,other,cor,non-homorganic,other,N,No,No,No,No,No,No,No
2376,futu,(v. cfr.),,"effacer. Uitvagen, uitwrijven, afwassen.",busu : effacer,"Uitvagen, uitwrijven, afwassen",,f,t,voiceless,voiceless,other,cor,non-homorganic,other,T,No,No,No,No,No,No,No
2377,fùtu̍,(s.),, hampe de flVche. Pijlschacht zonder de punt.,fùtú hi̍ : hampe de flVche,Pijlschacht zonder de punt,,f,t,voiceless,voiceless,other,cor,non-homorganic,other,T,No,No,No,No,No,No,No
2378,gà’ba̍,(s.),,sac tressé porté à l’épaule par une corde. Gewone schouderzak uit vlechtwerk.,kòé gà’ba̍ : sac tressé porté à l’épaule par une corde,Gewone schouderzak uit vlechtwerk,,g,b',voiced,voiced,dor,lab,non-homorganic,D,other,No,No,No,No,No,No,No
2379,gafa,(v.),,"pousser un cri d’étonnement, — de douleur, —> d’ennui, pousser un soupir, gémir, se plaindre. Korte roep uitstoten van verbazing, ■— verwondering, pijn, —• ontmoediging, kreunen, klagen.","pousser un cri d’étonnement, — de douleur, —> d’ennui, pousser un soupir, gémir, se plaindre","Korte roep uitstoten van verbazing, ■— verwondering, pijn, —• ontmoediging, kreunen, klagen",,g,f,voiced,voiceless,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2380,gàgá,(s.),,culture en saison sVche en terrain marécageux. Vroege planterij in moerasgrond.,fɔ̍ gàgá : culture en saison sVche en terrain marécageux,Vroege planterij in moerasgrond,,g,g,voiced,voiced,dor,dor,homorganic,D,D,No,No,No,No,No,No,No
2381,gàga̍,(s.),,gouttes de rosée. Lekende dauwdroppels. •*,gouttes de rosée,Lekende dauwdroppels,,g,g,voiced,voiced,dor,dor,homorganic,D,D,No,No,No,No,No,No,No
2382,ga̍ga̍,(s.),,cornet. Hoornfluitje met slechts een toon.,cornet,Hoornfluitje met slechts een toon,,g,g,voiced,voiced,dor,dor,homorganic,D,D,No,No,No,No,No,No,No
2383,gala,(v.),,"épuiser à efforts répétés. Herhaaldelijk uitscheppen, leegscheppen.",épuiser à efforts répétés,"Herhaaldelijk uitscheppen, leegscheppen",,g,l,voiced,voiced,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2384,gala,(v.),,"aller à la danse, assister à la danse. Naar de dans gaan.","gàlà yɔ̀là : aller à la danse, assister à la danse",Naar de dans gaan,,g,l,voiced,voiced,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2385,gàlà,(s. vx. cfr.),," litige, palabre. Geschil.","ŋbàŋgà : litige, palabre",Geschil,,g,l,voiced,voiced,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2386,gãlã,(v.),,"pendre, suspendre ; être pendu, — suspendu. Hangen.","pendre, suspendre ; être pendu, — suspendu",Hangen,,g,l,voiced,voiced,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2387,gàlè,(s.),,"esprit donnant le principe de la vie, sans culte spécial, chacun a son gale. Geest die levensbeginsel geeft, beschermgeest.","esprit donnant le principe de la vie, sans culte spécial, chacun a son gale","Geest die levensbeginsel geeft, beschermgeest",,g,l,voiced,voiced,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2388,Gàlè,(s.),,"Dieu, nom pris de la mythologie payenne pour le culte du vrai Dieu. God, omdat  de naam niets onteerends en wel hoedanigheden van God bevat.","Dieu, nom pris de la mythologie payenne pour le culte du vrai Dieu","God, omdat  de naam niets onteerends en wel hoedanigheden van God bevat",,g,l,voiced,voiced,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2391,gàmà,(s. r.),,trappe pour canards sauvages. Strik om wilde eenden te vangen.,trappe pour canards sauvages,Strik om wilde eenden te vangen,,g,m,voiced,voiced,dor,lab,non-homorganic,D,N,No,No,No,No,No,No,No
2392,gana,(v.),,"surpasser la force, — l'intelligence, etc. Krachten of verstand overtreffen, te moeilijk zijn.","surpasser la force, — l'intelligence, etc","Krachten of verstand overtreffen, te moeilijk zijn",,g,n,voiced,voiced,dor,cor,non-homorganic,D,N,No,No,No,No,No,No,No
2393,gàŋga̍,(s.),,"crochet, barbillon. Weerhaak.","crochet, barbillon",Weerhaak,,g,ŋg,voiced,voiced,dor,dor,homorganic,D,ND,No,No,Yes,No,No,No,No
2397,gàzá,(s.),,"circoncision, circoncis, appartenant à la circoncision. Besnijdenis, besnedene, wat de besnijdenis aangaat.",,,,g,z,voiced,voiced,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2410,gbàdɛ̃̀,(s.),,ananas. ananas.,gbà dɛ̃̀ : ananas,Ananas,,gb,d,voiced,voiced,labdor,cor,non-homorganic,D,D,No,No,No,No,No,No,No
2412,gbàgbà,(s.),,pont. Brug.,pont,Brug,,gb,gb,voiced,voiced,labdor,labdor,homorganic,D,D,No,No,No,No,No,No,No
2413,gbágbà,(s.),,"clôture en pieux ou claies. Afsluiting uit staken of stokjes, haag.",clôture en pieux ou claies,"Afsluiting uit staken of stokjes, haag",,gb,gb,voiced,voiced,labdor,labdor,homorganic,D,D,No,No,No,No,No,No,No
2414,gbàgbá,(s.),,"claie de lattes de rachis de palmier ; lattes renforçant le fond de certains paniers. Neveneen gevestigde palmlatten, als tafelblad, — als versterking van mandbo- dem.",mɔ̍ gbàgbá : claie de lattes de rachis de palmier ; lattes renforçant le fond de certains paniers,"Neveneen gevestigde palmlatten, als tafelblad, — als versterking van mandbo- dem",,gb,gb,voiced,voiced,labdor,labdor,homorganic,D,D,No,No,No,No,No,No,No
2416,gbaka,(v.),,"aider, secourir. Helpen.","aider, secourir",Helpen,,gb,k,voiced,voiceless,labdor,dor,non-homorganic,D,T,Yes,No,No,Yes,No,No,No
2419,gbákɔ̍-,(s.),,"branche d’arbre. Tak, vertakking van boom.",gbákɔ́ tV : branche d’arbre,"Tak, vertakking van boom",,gb,k,voiced,voiceless,labdor,dor,non-homorganic,D,T,Yes,No,No,Yes,No,No,No
2421,gbala,(v.),,"assembler, lier bout à bout. A aneenkoppelen",,,,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2423,gbala,(v.),,rompre (relations amicales). Af breken (vriendschap).,rompre (relations amicales),Af breken (vriendschap),,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2424,gbala,(v.),,"faire connaître, (le coupable). Bekend maken ( schuldige).","faire connaître, (le coupable)",Bekend maken ( schuldige),,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2425,gbala,(v.),gbàlà kɛ̍ŋgɛ̍lɛ̍,",  : faire panache. In de pluim schieten.",", gbàlà kɛ̍ŋgɛ̍lɛ̍ : faire panache",In de pluim schieten,,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2426,gbàlà,(s.),,poste de guet sur arbre (pour la guerre ou la chasse). Wachtpost op boom.,poste de guet sur arbre (pour la guerre ou la chasse),Wachtpost op boom,,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2427,gbã̀lã̀,(s.),,"grain, graine, os, caillou, tesson. Korrel, kern, scherf, been.","grain, graine, os, caillou, tesson","Korrel, kern, scherf, been",,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2428,gba̍lɛ̍,(s.),,"chose rare, phénomVne curieux. Iets wonderbaars, iets zeldzaam.","chose rare, phénomVne curieux","Iets wonderbaars, iets zeldzaam",,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2429,gbàlɛ̍,(s.) ,,"francolin, espVce de perdrix. Vogel als patrijs (Fran- colinus sp.)",,,,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2433,gbànù,(s.),,pintade. Parelhoen.,pintade,Parelhoen,,gb,n,voiced,voiced,labdor,cor,non-homorganic,D,N,No,No,No,No,No,No,No
2434,gbaŋa,(v.),,"s’effrayer ; survenir à l’improviste. Verschieten, verschrikken ; overkomen op het onverwachts.",s’effrayer ; survenir à l’improviste,"Verschieten, verschrikken ; overkomen op het onverwachts",,gb,ŋ,voiced,voiced,labdor,dor,non-homorganic,D,N,No,No,No,Yes,No,No,No
2435,gbàŋbà,(s.),,"piVge avec poids écrasant l’animal ou fermant l’issue. Val voor dieren, sluitval of pletval.",piVge avec poids écrasant l’animal ou fermant l’issue,"Val voor dieren, sluitval of pletval",,gb,ŋb,voiced,voiced,labdor,labdor,homorganic,D,ND,No,No,Yes,No,No,No,No
2436,gbàŋgà,(s.),,"battant de porte, panneau d’écorce ou de planches se glissant devant l’ouverture de la porte. Deurblad, deurvleugel.","battant de porte, panneau d’écorce ou de planches se glissant devant l’ouverture de la porte","Deurblad, deurvleugel",,gb,ŋg,voiced,voiced,labdor,dor,non-homorganic,D,ND,No,No,Yes,Yes,No,No,No
2439,gbàtã̀,(s.),,civette. Civet.,civette,Civet,,gb,t,voiced,voiceless,labdor,cor,non-homorganic,D,T,Yes,No,No,No,No,No,No
2442,gbàwù-,(s.),gbàwu̍ tu̍lu̍," : pagne, grande piVce d’étoffe. Paan, groot stuk goed.","gbàwu̍ tu̍lu̍ : pagne, grande piVce d’étoffe","Paan, groot stuk goed",,gb,w,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2443,Gba̍ya̍,(s.),,tribu Gbaya (du même groupe linguistique que les Ngbaka). Gbayastam.,tribu Gbaya (du même groupe linguistique que les Ngbaka),Gbayastam,,gb,y,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2445,gbese,(v.),,"être circonspect, —• prudent, ■—■ sage. Verstandig zijn, omzichtig zijn.","être circonspect, —• prudent, ■—■ sage","Verstandig zijn, omzichtig zijn",,gb,s,voiced,voiceless,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2447,gbɛ̀là,(s.),,"râpe. Raspijzer, mes met getande snee.",râpe,"Raspijzer, mes met getande snee",,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2448,gbɛlɛ,(v.),,"gratter, râper. Schrabben, raspen.","gratter, râper","Schrabben, raspen",,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2449,gbɛ̍lɛ̍,(s. qual.),,"vieux, usé. Oui, afgeleefd.","vieux, usé","Oui, afgeleefd",,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2453,gbɛsɛ,(v.),,"s’effondrer, crouler ; tomber sur ; faire tomber. Ineenstorten; bedelven; (soms) doen neervallen.","s’effondrer, crouler ; tomber sur ; faire tomber",Ineenstorten; bedelven; (soms) doen neervallen,,gb,s,voiced,voiceless,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2454,gbɛ̀tɛ̀,(s.),,"drêche, mare. Draf, zinksel.","drêche, mare","Draf, zinksel",,gb,t,voiced,voiceless,labdor,cor,non-homorganic,D,T,Yes,No,No,No,No,No,No
2456,gbili,(v.),,"s’écarter de la route, aller autre part pour éviter. Weg verlaten, overhoeks gaan, omgaan om te ontwijken.","s’écarter de la route, aller autre part pour éviter","Weg verlaten, overhoeks gaan, omgaan om te ontwijken",,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2457,gbi̍li̍,(s.),lí gbi̍li̍ ,": articulation (de membre ou de plante). Gewricht, knoop van sommige planten.",lí gbi̍li̍ : articulation (de membre ou de plante),"Gewricht, knoop van sommige planten",,gb,l,voiced,voiced,labdor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2458,gbini,(v.),,"rompre, casser, courber en deux. Breken, doorbreken , om breken.","rompre, casser, courber en deux","Breken, doorbreken , om breken",,gb,n,voiced,voiced,labdor,cor,non-homorganic,D,N,No,No,No,No,No,No,No
2459,gbini,(v.),lì gbíní ,", : déborder, submerger. Overstromen, onder water zetten.",", lì gbíní : déborder, submerger","Overstromen, onder water zetten",,gb,n,voiced,voiced,labdor,cor,non-homorganic,D,N,No,No,No,No,No,No,No
2465,gbòmbè,(s.),,"marabout. Mara- boet, kropooivaar.",marabout,"Mara- boet, kropooivaar",,gb,mb,voiced,voiced,labdor,lab,non-homorganic,D,ND,No,No,Yes,No,No,No,No
2466,gbo̍ŋbo̍,(s.),,rigole. Geul.,rigole,Geul,,gb,ŋb,voiced,voiced,labdor,labdor,homorganic,D,ND,No,No,Yes,No,No,No,No
2468,gbɔ̀gbɔ̀,(s.),,lion. Leeuw.,lion,Leeuw,,gb,gb,voiced,voiced,labdor,labdor,homorganic,D,D,No,No,No,No,No,No,No
2470,gbɔtɔ,(v.),,tirer. Trekken.,tirer,Trekken,,gb,t,voiced,voiceless,labdor,cor,non-homorganic,D,T,Yes,No,No,No,No,No,No
2473,gbu̍tu̍,(s.),,"restant, rebut. Rest, overschot.","restant, rebut","Rest, overschot",,gb,t,voiced,voiceless,labdor,cor,non-homorganic,D,T,Yes,No,No,No,No,No,No
2477,ge’de,(v.),,"s’allonger, allonger le cou, se dresser sur les pointes des pieds. Zich omhoog rekken, hals rekken om iets te zien.","s’allonger, allonger le cou, se dresser sur les pointes des pieds","Zich omhoog rekken, hals rekken om iets te zien",,g,d',voiced,voiced,dor,cor,non-homorganic,D,other,No,No,No,No,No,No,No
2480,gese,(v. r. cfr.),," : attendre. Wachten, afwachten.",’bɔ]bɔa : attendre,"Wachten, afwachten",,g,s,voiced,voiceless,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2481,gese,(v.),,rendre. Weergeven.,rendre,Weergeven,,g,s,voiced,voiceless,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2486,gɛ̍lɛ̍-,(s.),,cou. Hals.,cou,Hals,,g,l,voiced,voiced,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2487,gɛ̍lɛ̍,(s.),,"humiliation, raillerie humiliante. Vernederende spot.","humiliation, raillerie humiliante",Vernederende spot,,g,l,voiced,voiced,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2488,gɛ̃́lɛ̃̀,(s.),,"ombre. Schaduw, lommer,",ombre,"Schaduw, lommer,",,g,l,voiced,voiced,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
2490,gɛ̀nɛ̀,(s.),,"hôte, visiteur, étranger ; en hôte, en visite. Gast, bezoeker, reiziger ; te gast, op bezoek.","hôte, visiteur, étranger ; en hôte, en visite","Gast, bezoeker, reiziger ; te gast, op bezoek",,g,n,voiced,voiced,dor,cor,non-homorganic,D,N,No,No,No,No,No,No,No
2491,gɛzɛ,(v.),,"être strié, —tacheté ; strier, tacheter. Gestreept —, gespikkeld zijn, bont * zijn. Doorstrepen, bespikkelen.","être strié, —tacheté ; strier, tacheter","Gestreept —, gespikkeld zijn, bont * zijn",,g,z,voiced,voiced,dor,other,non-homorganic,D,other,No,No,No,No,No,No,No
